f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,name
130.09930000000003,204.33599999999998,424.6848,627.456,1462.0,3360.0,4272.0,3360.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.036499999999998,17.1696,26.877,32.85,3.6481,39.422399999999996,34.8384,58.446,784.0,1344.0,1176.0,2016.0,1.0,6.0,6.0,12.0,36.0,72.0,108.0,216.0,1.4641,5.2998,5.444999999999999,11.180399999999999,0.0,-9.18,-6.78,-7.679999999999997,0.0,120.0,126.0,264.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,36.0,0.0,2.88,2.76,5.279999999999999,WEHPOP
233.8443,473.15700000000015,901.0808,1255.952,1830.0,4440.0,6056.0,6440.0,31.0,66.0,114.0,160.0,180.0,466.0,672.0,788.0,15.060700000000002,37.0202,59.28099999999999,75.93279999999999,3.6481,39.422399999999996,34.8384,58.446,784.0,1344.0,1176.0,2016.0,1.0,6.0,6.0,12.0,36.0,72.0,108.0,216.0,1.4641,5.2998,5.444999999999999,11.180399999999999,0.0,-9.18,-6.78,-7.679999999999997,0.0,120.0,126.0,264.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,36.0,0.0,2.88,2.76,5.279999999999999,WEHPOP
