f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,name
115.57820000000004,266.6790000000002,524.2859999999998,642.4652000000001,326.0,864.0,1260.0,1010.0,20.0,42.0,84.0,110.0,126.0,336.0,516.0,498.0,6.325199999999998,17.325000000000003,29.18520000000001,31.86059999999998,FEFDEB_manual_primitive
177.0894,355.0110000000001,557.1304000000002,682.4419999999997,768.0,1560.0,2272.0,2360.0,26.0,54.0,84.0,108.0,138.0,342.0,484.0,524.0,11.527400000000007,26.84220000000001,39.46120000000001,45.10839999999999,FEFDEB_manual_primitive
177.0894,355.0110000000001,557.1304000000002,682.4419999999997,768.0,1560.0,2272.0,2360.0,26.0,54.0,84.0,108.0,138.0,342.0,484.0,524.0,11.527400000000007,26.84220000000001,39.46120000000001,45.10839999999999,FEFDEB_manual_primitive
