name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
MECWIB_clean,MECWIB_clean.cif,7.68734,5.08903,7.68734,1.09108,1469.4,1346.74,0.3832,0.35121164350918355,0.3832,0.0,0.351212,0.0,3578.15,0.0
