name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
UGOFED,UGOFED.cif,5.38504,4.20309,4.97821,1.22232,304.418,249.05,0.2621,0.214428300281432,0.0941,0.168,0.076985,0.137444,526.346,939.704
