f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,name
147.8988,226.90600000000006,777.7375999999999,912.2879999999998,5700.0,9872.0,10688.0,4992.0,17.0,36.0,80.0,104.0,116.0,320.0,448.0,304.0,11.8964,31.221200000000003,55.28319999999999,58.45839999999999,1.2100000000000002,30.271999999999995,22.44,41.492,4900.0,4480.0,3360.0,6160.0,1.0,8.0,8.0,12.0,64.0,128.0,192.0,224.0,2.89,9.927999999999999,10.472,15.164,0.0,-18.72,-11.599999999999996,-24.519999999999996,0.0,496.0,512.0,752.0,0.0,0.0,0.0,0.0,0.0,48.0,40.0,68.0,0.0,7.759999999999999,7.439999999999999,11.480000000000002,HOGQAX_clean_primitive
147.8988,226.90600000000003,777.7375999999999,912.2879999999998,5700.0,9872.0,10688.0,4992.0,17.0,36.0,80.0,104.0,116.0,320.0,448.0,304.0,11.8964,31.221200000000007,55.28319999999999,58.45839999999999,1.2100000000000002,30.271999999999995,22.44,41.492,4900.0,4480.0,3360.0,6160.0,1.0,8.0,8.0,12.0,64.0,128.0,192.0,224.0,2.89,9.927999999999999,10.472,15.164,0.0,-18.72,-11.599999999999996,-24.519999999999996,0.0,496.0,512.0,752.0,0.0,0.0,0.0,0.0,0.0,48.0,40.0,68.0,0.0,7.759999999999999,7.439999999999999,11.480000000000002,HOGQAX_clean_primitive
147.8988,226.90599999999995,777.7375999999998,912.2879999999998,5700.0,9872.0,10688.0,4992.0,17.0,36.0,80.0,104.0,116.0,320.0,448.0,304.0,11.8964,31.22120000000001,55.28319999999998,58.45839999999999,1.2100000000000002,30.271999999999995,22.44,41.492,4900.0,4480.0,3360.0,6160.0,1.0,8.0,8.0,12.0,64.0,128.0,192.0,224.0,2.89,9.927999999999999,10.472,15.164,0.0,-18.72,-11.599999999999996,-24.519999999999996,0.0,496.0,512.0,752.0,0.0,0.0,0.0,0.0,0.0,48.0,40.0,68.0,0.0,7.759999999999999,7.439999999999999,11.480000000000002,HOGQAX_clean_primitive
147.8988,226.90599999999998,777.7375999999998,912.2879999999998,5700.0,9872.0,10688.0,4992.0,17.0,36.0,80.0,104.0,116.0,320.0,448.0,304.0,11.8964,31.22120000000001,55.28319999999998,58.45839999999999,1.2100000000000002,30.271999999999995,22.44,41.492,4900.0,4480.0,3360.0,6160.0,1.0,8.0,8.0,12.0,64.0,128.0,192.0,224.0,2.89,9.927999999999999,10.472,15.164,0.0,-18.72,-11.599999999999996,-24.519999999999996,0.0,496.0,512.0,752.0,0.0,0.0,0.0,0.0,0.0,48.0,40.0,68.0,0.0,7.759999999999999,7.439999999999999,11.480000000000002,HOGQAX_clean_primitive
147.8988,226.906,777.7375999999999,912.2879999999998,5700.0,9872.0,10688.0,4992.0,17.0,36.0,80.0,104.0,116.0,320.0,448.0,304.0,11.896399999999998,31.221200000000007,55.28319999999999,58.45839999999999,1.2100000000000002,30.271999999999995,22.44,41.492,4900.0,4480.0,3360.0,6160.0,1.0,8.0,8.0,12.0,64.0,128.0,192.0,224.0,2.89,9.927999999999999,10.472,15.164,0.0,-18.72,-11.599999999999996,-24.519999999999996,0.0,496.0,512.0,752.0,0.0,0.0,0.0,0.0,0.0,48.0,40.0,68.0,0.0,7.759999999999999,7.439999999999999,11.480000000000002,HOGQAX_clean_primitive
147.8988,226.90600000000003,777.7375999999999,912.2879999999998,5700.0,9872.0,10688.0,4992.0,17.0,36.0,80.0,104.0,116.0,320.0,448.0,304.0,11.896399999999998,31.221200000000007,55.28319999999999,58.45839999999999,1.2100000000000002,30.271999999999995,22.44,41.492,4900.0,4480.0,3360.0,6160.0,1.0,8.0,8.0,12.0,64.0,128.0,192.0,224.0,2.89,9.927999999999999,10.472,15.164,0.0,-18.72,-11.599999999999996,-24.519999999999996,0.0,496.0,512.0,752.0,0.0,0.0,0.0,0.0,0.0,48.0,40.0,68.0,0.0,7.759999999999999,7.439999999999999,11.480000000000002,HOGQAX_clean_primitive
147.8988,226.906,777.7375999999998,912.2879999999998,5700.0,9872.0,10688.0,4992.0,17.0,36.0,80.0,104.0,116.0,320.0,448.0,304.0,11.8964,31.221200000000007,55.28319999999999,58.45839999999999,1.2100000000000002,30.271999999999995,22.44,41.492,4900.0,4480.0,3360.0,6160.0,1.0,8.0,8.0,12.0,64.0,128.0,192.0,224.0,2.89,9.927999999999999,10.472,15.164,0.0,-18.72,-11.599999999999996,-24.519999999999996,0.0,496.0,512.0,752.0,0.0,0.0,0.0,0.0,0.0,48.0,40.0,68.0,0.0,7.759999999999999,7.439999999999999,11.480000000000002,HOGQAX_clean_primitive
147.8988,226.906,777.7375999999998,912.2879999999998,5700.0,9872.0,10688.0,4992.0,17.0,36.0,80.0,104.0,116.0,320.0,448.0,304.0,11.8964,31.221200000000007,55.28319999999999,58.45839999999999,1.2100000000000002,30.271999999999995,22.44,41.492,4900.0,4480.0,3360.0,6160.0,1.0,8.0,8.0,12.0,64.0,128.0,192.0,224.0,2.89,9.927999999999999,10.472,15.164,0.0,-18.72,-11.599999999999996,-24.519999999999996,0.0,496.0,512.0,752.0,0.0,0.0,0.0,0.0,0.0,48.0,40.0,68.0,0.0,7.759999999999999,7.439999999999999,11.480000000000002,HOGQAX_clean_primitive
