name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
VAGTUU_clean,VAGTUU_clean.cif,6.4105,3.89316,6.39196,1.19065,650.988,546.752,0.3258,0.27363204972074073,0.2112,0.1146,0.177383,0.0962503,1084.05,588.22
