f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,name
109.0063,190.3044,470.38199999999995,431.3759999999999,1603.0,3408.0,5004.0,3936.0,13.0,28.0,50.0,52.0,78.0,200.0,272.0,168.0,9.748299999999999,22.139999999999993,34.93979999999999,33.46320000000001,2.4025000000000003,29.326,21.545,63.983999999999995,625.0,1100.0,1700.0,2400.0,1.0,5.5,6.0,12.0,30.5,66.0,117.5,125.0,1.9320999999999997,5.58085,7.86045,12.176399999999996,0.0,-10.395,-4.6,-22.680000000000003,0.0,93.5,82.0,204.0,0.0,0.0,0.0,0.0,0.0,18.5,11.5,42.0,0.0,3.63,2.6849999999999996,7.92,WUSGOI_clean_primitive
144.66819999999998,263.09479999999996,597.0117999999999,605.9903999999999,2806.0,5488.0,9766.0,8832.0,18.0,40.0,68.0,80.0,112.0,308.0,432.0,348.0,14.993399999999998,33.3528,54.854399999999984,59.71400000000002,2.4025000000000003,29.326,21.545,63.983999999999995,625.0,1100.0,1700.0,2400.0,1.0,5.5,6.0,12.0,30.5,66.0,117.5,125.0,1.9320999999999997,5.58085,7.86045,12.176399999999996,0.0,-10.395,-4.6,-22.680000000000003,0.0,93.5,82.0,204.0,0.0,0.0,0.0,0.0,0.0,18.5,11.5,42.0,0.0,3.63,2.6849999999999996,7.92,WUSGOI_clean_primitive
109.0063,190.3044,470.382,431.3759999999999,1603.0,3408.0,5004.0,3936.0,13.0,28.0,50.0,52.0,78.0,200.0,272.0,168.0,9.748299999999999,22.139999999999993,34.93979999999999,33.4632,2.4025000000000003,29.326,21.545,63.983999999999995,625.0,1100.0,1700.0,2400.0,1.0,5.5,6.0,12.0,30.5,66.0,117.5,125.0,1.9320999999999997,5.58085,7.86045,12.176399999999996,0.0,-10.395,-4.6,-22.680000000000003,0.0,93.5,82.0,204.0,0.0,0.0,0.0,0.0,0.0,18.5,11.5,42.0,0.0,3.63,2.6849999999999996,7.92,WUSGOI_clean_primitive
