name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
NABNUA_clean,NABNUA_clean.cif,4.40845,2.88021,4.35445,1.43562,0.0,0.0,0.0569,0.0396344436550062,0.0,0.0569,0.0,0.0396345,0.0,218.103
