name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,lc-chi-0,lc-chi-1,lc-chi-2,lc-chi-3,lc-Z-0,lc-Z-1,lc-Z-2,lc-Z-3,lc-I-0,lc-I-1,lc-I-2,lc-I-3,lc-T-0,lc-T-1,lc-T-2,lc-T-3,lc-S-0,lc-S-1,lc-S-2,lc-S-3,lc-alpha-0,lc-alpha-1,lc-alpha-2,lc-alpha-3,D_lc-chi-0,D_lc-chi-1,D_lc-chi-2,D_lc-chi-3,D_lc-Z-0,D_lc-Z-1,D_lc-Z-2,D_lc-Z-3,D_lc-I-0,D_lc-I-1,D_lc-I-2,D_lc-I-3,D_lc-T-0,D_lc-T-1,D_lc-T-2,D_lc-T-3,D_lc-S-0,D_lc-S-1,D_lc-S-2,D_lc-S-3,D_lc-alpha-0,D_lc-alpha-1,D_lc-alpha-2,D_lc-alpha-3,func-chi-0,func-chi-1,func-chi-2,func-chi-3,func-Z-0,func-Z-1,func-Z-2,func-Z-3,func-I-0,func-I-1,func-I-2,func-I-3,func-T-0,func-T-1,func-T-2,func-T-3,func-S-0,func-S-1,func-S-2,func-S-3,func-alpha-0,func-alpha-1,func-alpha-2,func-alpha-3,D_func-chi-0,D_func-chi-1,D_func-chi-2,D_func-chi-3,D_func-Z-0,D_func-Z-1,D_func-Z-2,D_func-Z-3,D_func-I-0,D_func-I-1,D_func-I-2,D_func-I-3,D_func-T-0,D_func-T-1,D_func-T-2,D_func-T-3,D_func-S-0,D_func-S-1,D_func-S-2,D_func-S-3,D_func-alpha-0,D_func-alpha-1,D_func-alpha-2,D_func-alpha-3,f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3
YACWAC,YACWAC.cif,6.58011,5.59122,6.58011,1.0576,1065.78,1007.73,0.3219,0.3043683812405446,0.3219,0.0,0.304367,0.0,2345.08,0.0,11.315199999999999,16.32,41.83808,31.93472,61.0,88.8,156.8,103.4,1.0,2.0,5.2,4.2,8.0,55.2,89.6,45.6,0.53882,1.1426800000000004,2.2349999999999994,1.6778600000000001,33.42400000000001,148.25599999999997,250.77427359999996,186.82227360000007,0.0,1.3000000000000003,3.3160000000000003,3.44,0.0,2.8,17.2,17.6,0.0,0.0,0.0,0.0,0.0,-3.2,5.6,5.6,0.0,-0.05600000000000003,0.8560000000000002,0.8480000000000002,0.0,-9.48,-2.537063999999999,-2.657063999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.63699999999997,671.3699999999999,1290.4947999999995,1831.5692,2986.0,7752.0,13312.0,17138.0,28.0,96.0,172.0,238.0,388.0,1612.0,2624.0,2498.0,18.306800000000003,63.42880000000001,115.59480000000003,152.1614,2.7225,27.72,42.07499999999999,108.33899999999996,900.0,1170.0,1800.0,3120.0,1.0,5.0,10.0,26.0,25.0,75.0,280.0,460.0,1.7161000000000004,4.8077000000000005,10.087000000000003,19.728600000000007,0.0,-8.549999999999999,-9.000000000000002,-22.76,0.0,111.0,240.0,676.0,0.0,0.0,0.0,0.0,0.0,10.0,-6.0,38.0,0.0,2.88,5.4,19.0,275.454,759.3633333333336,1447.9676,1845.1237333333338,1038.0,2853.3333333333335,4432.0,4387.333333333333,44.666666666666664,121.33333333333333,236.0,318.0,472.0,2026.6666666666667,3522.6666666666665,3241.3333333333335,17.79060000000001,54.43506666666668,93.49186666666668,106.02699999999999
