name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
BAZGEQ_clean,BAZGEQ_clean.cif,27.24659,13.9632,26.6803,0.334895,1554.2,4640.85,0.7834,2.339240657519521,0.7834,0.0,2.33924,0.0,47357.9,0.0
