f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,name
179.86980000000003,386.49920000000014,674.2754000000001,814.4220000000003,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.0807,25.48780000000001,38.500200000000014,42.23880000000001,SAXLIO
179.86980000000005,386.4992000000002,674.2754000000001,814.4220000000003,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000002,25.48780000000001,38.500200000000014,42.2388,SAXLIO
179.86980000000005,386.49920000000026,674.2754,814.422,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000004,25.48780000000001,38.500200000000014,42.23879999999999,SAXLIO
179.86980000000003,386.49920000000026,674.2754000000002,814.4220000000003,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000004,25.48780000000001,38.500200000000014,42.2388,SAXLIO
179.86980000000005,386.49920000000026,674.2754,814.4220000000001,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000004,25.48780000000001,38.50020000000001,42.23879999999999,SAXLIO
179.86980000000003,386.49920000000014,674.2753999999998,814.4219999999998,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000004,25.48780000000001,38.500200000000014,42.23879999999999,SAXLIO
179.86980000000005,386.49920000000026,674.2754000000003,814.4220000000003,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000006,25.487800000000007,38.500200000000014,42.238800000000005,SAXLIO
179.86980000000003,386.4992000000002,674.2754000000002,814.4220000000001,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000002,25.487800000000007,38.50020000000001,42.238800000000005,SAXLIO
179.86980000000003,386.49920000000026,674.2754000000002,814.4220000000003,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000004,25.48780000000001,38.500200000000014,42.2388,SAXLIO
179.86980000000003,386.49920000000026,674.2754000000001,814.422,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000002,25.48780000000001,38.50020000000001,42.2388,SAXLIO
179.86980000000005,386.49920000000014,674.2754000000002,814.4220000000003,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000002,25.48780000000001,38.50020000000002,42.2388,SAXLIO
179.86980000000003,386.4992000000002,674.2754000000001,814.4219999999999,525.0,1226.0,1688.0,1488.0,31.0,62.0,114.0,140.0,176.0,440.0,590.0,572.0,10.080700000000002,25.48780000000001,38.50020000000002,42.2388,SAXLIO
