name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
OGIKAR_clean,OGIKAR_clean.cif,10.47027,5.43474,8.40946,0.950984,1487.69,1564.36,0.4192,0.4408065750843337,0.4192,0.0,0.440806,0.0,6713.63,0.0
