f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,name
169.75140000000005,377.41940000000005,616.0900000000003,642.5639999999999,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.0956,25.48980000000001,38.09080000000001,40.38600000000001,KIKDIT_clean_primitive
169.75140000000005,377.41940000000005,616.0900000000003,642.5639999999999,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.0956,25.48980000000001,38.09080000000001,40.38600000000001,KIKDIT_clean_primitive
169.75140000000005,377.4194000000001,616.09,642.5639999999999,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.0956,25.48980000000001,38.090800000000016,40.386,KIKDIT_clean_primitive
169.75140000000005,377.41940000000005,616.09,642.5639999999999,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.0956,25.48980000000001,38.090800000000016,40.386,KIKDIT_clean_primitive
169.75140000000005,377.4194000000001,616.09,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000003,25.489800000000006,38.09080000000001,40.385999999999996,KIKDIT_clean_primitive
169.75140000000005,377.4194000000001,616.09,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000003,25.489800000000006,38.09080000000001,40.385999999999996,KIKDIT_clean_primitive
169.75140000000005,377.41940000000005,616.09,642.5639999999997,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.48980000000001,38.09080000000001,40.385999999999996,KIKDIT_clean_primitive
169.75140000000005,377.41940000000005,616.09,642.5639999999997,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.48980000000001,38.09080000000001,40.385999999999996,KIKDIT_clean_primitive
169.75140000000005,377.41940000000005,616.09,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.489800000000006,38.0908,40.386,KIKDIT_clean_primitive
169.75140000000005,377.41940000000005,616.09,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.489800000000006,38.09080000000001,40.386,KIKDIT_clean_primitive
169.75140000000002,377.41940000000005,616.09,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.489800000000006,38.09080000000001,40.385999999999996,KIKDIT_clean_primitive
169.75140000000002,377.41940000000005,616.09,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.489800000000006,38.09080000000001,40.385999999999996,KIKDIT_clean_primitive
169.75140000000005,377.41940000000017,616.0899999999999,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000005,25.489800000000006,38.090800000000016,40.38599999999999,KIKDIT_clean_primitive
169.75140000000005,377.41940000000017,616.0899999999999,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000005,25.489800000000006,38.090800000000016,40.38599999999999,KIKDIT_clean_primitive
169.75140000000005,377.41940000000017,616.0899999999999,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000005,25.48980000000001,38.090800000000016,40.38599999999998,KIKDIT_clean_primitive
169.75140000000005,377.41940000000017,616.0899999999999,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000005,25.48980000000001,38.090800000000016,40.38599999999998,KIKDIT_clean_primitive
169.75140000000002,377.4194,616.09,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000003,25.489800000000006,38.0908,40.386,KIKDIT_clean_primitive
169.75140000000002,377.4194,616.09,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000003,25.489800000000006,38.0908,40.386,KIKDIT_clean_primitive
169.75140000000005,377.4194000000001,616.09,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.489800000000006,38.09080000000001,40.385999999999996,KIKDIT_clean_primitive
169.75140000000002,377.41940000000017,616.09,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.489800000000006,38.09080000000001,40.385999999999996,KIKDIT_clean_primitive
169.75140000000002,377.41940000000005,616.09,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.0956,25.489800000000006,38.09080000000001,40.385999999999996,KIKDIT_clean_primitive
169.75140000000002,377.41940000000005,616.0899999999999,642.5639999999999,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.48980000000001,38.0908,40.385999999999996,KIKDIT_clean_primitive
169.75140000000005,377.4194000000001,616.0900000000001,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.48980000000001,38.090800000000016,40.385999999999996,KIKDIT_clean_primitive
169.75140000000005,377.4194000000001,616.0900000000001,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.48980000000001,38.090800000000016,40.385999999999996,KIKDIT_clean_primitive
169.75140000000002,377.4194000000001,616.0899999999999,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000003,25.48980000000001,38.090800000000016,40.385999999999996,KIKDIT_clean_primitive
169.75140000000002,377.4194000000001,616.0899999999999,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000003,25.48980000000001,38.090800000000016,40.385999999999996,KIKDIT_clean_primitive
169.75140000000002,377.4194000000001,616.09,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.489800000000006,38.090800000000016,40.38599999999999,KIKDIT_clean_primitive
169.75140000000002,377.4194000000001,616.09,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.489800000000006,38.090800000000016,40.38599999999999,KIKDIT_clean_primitive
169.75140000000002,377.41940000000005,616.0899999999999,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000005,25.48980000000001,38.09080000000001,40.38599999999999,KIKDIT_clean_primitive
169.75140000000002,377.41940000000005,616.0899999999999,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000005,25.48980000000001,38.09080000000001,40.38599999999999,KIKDIT_clean_primitive
169.75140000000002,377.4194000000001,616.0900000000001,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.489800000000006,38.09080000000002,40.386,KIKDIT_clean_primitive
169.75140000000002,377.4194000000001,616.0900000000001,642.5640000000001,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.095600000000001,25.489800000000006,38.09080000000002,40.386,KIKDIT_clean_primitive
