name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
TETVIZ_clean,TETVIZ_clean.cif,5.51517,3.39592,5.51517,2.38206,0.0,0.0,0.2447,0.10272621176628632,0.0,0.2447,0.0,0.102726,0.0,810.541
