name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
NIZZEC_clean,NIZZEC_clean.cif,8.3208,7.63206,8.31922,1.20763,1613.22,1335.85,0.4471,0.37022929208449606,0.4471,0.0,0.370228,0.0,7781.94,0.0
