f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,name
87.42229999999999,188.60160000000002,266.0432,299.472,2071.0,3948.0,6542.0,1632.0,12.0,28.0,42.0,36.0,88.0,268.0,278.0,124.0,9.0519,22.082800000000002,35.9904,20.482,3.1284499999999995,22.874399999999998,30.10649999999999,56.409400000000005,814.5,855.0,1836.0,1653.0,1.0,4.0,7.0,12.0,16.0,56.0,88.0,96.0,1.6518500000000003,3.803600000000001,7.5873,9.6632,0.0,-5.900000000000002,-4.709999999999998,-10.780000000000001,0.0,84.0,135.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,2.18,3.090000000000001,7.899999999999997,BUCTUQ
87.42229999999999,188.60160000000002,266.0432,299.472,2071.0,3948.0,6542.0,1632.0,12.0,28.0,42.0,36.0,88.0,268.0,278.0,124.0,9.0519,22.082800000000002,35.9904,20.482,3.1284499999999995,22.874399999999998,30.10649999999999,56.409400000000005,814.5,855.0,1836.0,1653.0,1.0,4.0,7.0,12.0,16.0,56.0,88.0,96.0,1.6518500000000003,3.803600000000001,7.5873,9.6632,0.0,-5.900000000000002,-4.709999999999998,-10.780000000000001,0.0,84.0,135.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,2.18,3.090000000000001,7.899999999999997,BUCTUQ
87.42229999999999,188.60159999999996,266.04319999999996,299.472,2071.0,3948.0,6542.0,1632.0,12.0,28.0,42.0,36.0,88.0,268.0,278.0,124.0,9.051900000000002,22.0828,35.990399999999994,20.482000000000003,3.1284499999999995,22.874399999999998,30.10649999999999,56.409400000000005,814.5,855.0,1836.0,1653.0,1.0,4.0,7.0,12.0,16.0,56.0,88.0,96.0,1.6518500000000003,3.803600000000001,7.5873,9.6632,0.0,-5.900000000000002,-4.709999999999998,-10.780000000000001,0.0,84.0,135.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,2.18,3.090000000000001,7.899999999999997,BUCTUQ
87.42229999999999,188.60159999999996,266.04319999999996,299.4719999999999,2071.0,3948.0,6542.0,1632.0,12.0,28.0,42.0,36.0,88.0,268.0,278.0,124.0,9.051900000000002,22.082800000000002,35.990399999999994,20.482000000000003,3.1284499999999995,22.874399999999998,30.10649999999999,56.409400000000005,814.5,855.0,1836.0,1653.0,1.0,4.0,7.0,12.0,16.0,56.0,88.0,96.0,1.6518500000000003,3.803600000000001,7.5873,9.6632,0.0,-5.900000000000002,-4.709999999999998,-10.780000000000001,0.0,84.0,135.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,2.18,3.090000000000001,7.899999999999997,BUCTUQ
87.42229999999999,188.6016,266.04319999999996,299.4719999999999,2071.0,3948.0,6542.0,1632.0,12.0,28.0,42.0,36.0,88.0,268.0,278.0,124.0,9.051900000000002,22.082800000000006,35.9904,20.482,3.1284499999999995,22.874399999999998,30.10649999999999,56.409400000000005,814.5,855.0,1836.0,1653.0,1.0,4.0,7.0,12.0,16.0,56.0,88.0,96.0,1.6518500000000003,3.803600000000001,7.5873,9.6632,0.0,-5.900000000000002,-4.709999999999998,-10.780000000000001,0.0,84.0,135.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,2.18,3.090000000000001,7.899999999999997,BUCTUQ
87.42229999999999,188.6016,266.04319999999996,299.4719999999999,2071.0,3948.0,6542.0,1632.0,12.0,28.0,42.0,36.0,88.0,268.0,278.0,124.0,9.051900000000002,22.082800000000006,35.9904,20.482,3.1284499999999995,22.874399999999998,30.10649999999999,56.409400000000005,814.5,855.0,1836.0,1653.0,1.0,4.0,7.0,12.0,16.0,56.0,88.0,96.0,1.6518500000000003,3.803600000000001,7.5873,9.6632,0.0,-5.900000000000002,-4.709999999999998,-10.780000000000001,0.0,84.0,135.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,2.18,3.090000000000001,7.899999999999997,BUCTUQ
87.42229999999999,188.6016,266.04319999999996,299.4719999999999,2071.0,3948.0,6542.0,1632.0,12.0,28.0,42.0,36.0,88.0,268.0,278.0,124.0,9.0519,22.082800000000002,35.990399999999994,20.482000000000003,3.1284499999999995,22.874399999999998,30.10649999999999,56.409400000000005,814.5,855.0,1836.0,1653.0,1.0,4.0,7.0,12.0,16.0,56.0,88.0,96.0,1.6518500000000003,3.803600000000001,7.5873,9.6632,0.0,-5.900000000000002,-4.709999999999998,-10.780000000000001,0.0,84.0,135.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,2.18,3.090000000000001,7.899999999999997,BUCTUQ
87.42229999999999,188.6016,266.0432,299.472,2071.0,3948.0,6542.0,1632.0,12.0,28.0,42.0,36.0,88.0,268.0,278.0,124.0,9.0519,22.082800000000002,35.99040000000001,20.482,3.1284499999999995,22.874399999999998,30.10649999999999,56.409400000000005,814.5,855.0,1836.0,1653.0,1.0,4.0,7.0,12.0,16.0,56.0,88.0,96.0,1.6518500000000003,3.803600000000001,7.5873,9.6632,0.0,-5.900000000000002,-4.709999999999998,-10.780000000000001,0.0,84.0,135.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,2.18,3.090000000000001,7.899999999999997,BUCTUQ
87.42229999999999,188.6016,266.0432,299.472,2071.0,3948.0,6542.0,1632.0,12.0,28.0,42.0,36.0,88.0,268.0,278.0,124.0,9.0519,22.082800000000002,35.99040000000001,20.482,3.1284499999999995,22.874399999999998,30.10649999999999,56.409400000000005,814.5,855.0,1836.0,1653.0,1.0,4.0,7.0,12.0,16.0,56.0,88.0,96.0,1.6518500000000003,3.803600000000001,7.5873,9.6632,0.0,-5.900000000000002,-4.709999999999998,-10.780000000000001,0.0,84.0,135.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,2.18,3.090000000000001,7.899999999999997,BUCTUQ
87.42229999999999,188.60159999999996,266.04319999999996,299.472,2071.0,3948.0,6542.0,1632.0,12.0,28.0,42.0,36.0,88.0,268.0,278.0,124.0,9.051900000000002,22.082800000000006,35.990399999999994,20.482000000000003,3.1284499999999995,22.874399999999998,30.10649999999999,56.409400000000005,814.5,855.0,1836.0,1653.0,1.0,4.0,7.0,12.0,16.0,56.0,88.0,96.0,1.6518500000000003,3.803600000000001,7.5873,9.6632,0.0,-5.900000000000002,-4.709999999999998,-10.780000000000001,0.0,84.0,135.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,2.18,3.090000000000001,7.899999999999997,BUCTUQ
