f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,name
68.2349,96.32,164.95439999999996,180.80639999999997,1300.0,1728.0,2208.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.5581,14.307999999999998,18.182,18.5712,2.482600000000001,21.6376,13.7751,64.91280000000003,165.875,412.0,772.5,1236.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.6306625000000006,3.726650000000001,5.411299999999999,11.17995,0.0,-7.469999999999997,-2.47,-22.409999999999986,0.0,19.5,-8.5,58.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.1850000000000005,0.8650000000000002,6.555000000000001,QUFGIH_clean_primitive
68.23490000000001,96.32,164.9544,180.80639999999997,1300.0,1728.0,2208.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.558099999999998,14.307999999999996,18.182,18.5712,2.482600000000001,21.6376,13.7751,64.91280000000003,165.875,412.0,772.5,1236.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.6306625000000006,3.726650000000001,5.411299999999999,11.17995,0.0,-7.469999999999997,-2.47,-22.409999999999986,0.0,19.5,-8.5,58.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.1850000000000005,0.8650000000000002,6.555000000000001,QUFGIH_clean_primitive
69.1109,104.576,170.21040000000002,180.80639999999997,1325.0,1792.0,2328.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.2136,13.548799999999998,17.079599999999996,18.5712,2.482600000000001,21.6376,13.7751,64.91280000000003,165.875,412.0,772.5,1236.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.6306625000000006,3.726650000000001,5.411299999999999,11.17995,0.0,-7.469999999999997,-2.47,-22.409999999999986,0.0,19.5,-8.5,58.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.1850000000000005,0.8650000000000002,6.555000000000001,QUFGIH_clean_primitive
69.1109,104.576,170.21040000000002,180.80639999999997,1325.0,1792.0,2328.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.2136,13.548799999999998,17.079599999999996,18.5712,2.482600000000001,21.6376,13.7751,64.91280000000003,165.875,412.0,772.5,1236.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.6306625000000006,3.726650000000001,5.411299999999999,11.17995,0.0,-7.469999999999997,-2.47,-22.409999999999986,0.0,19.5,-8.5,58.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.1850000000000005,0.8650000000000002,6.555000000000001,QUFGIH_clean_primitive
69.11089999999999,104.57600000000002,170.21040000000002,180.80639999999997,1325.0,1792.0,2328.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.2136,13.548799999999998,17.079599999999996,18.5712,2.482600000000001,21.6376,13.7751,64.91280000000003,165.875,412.0,772.5,1236.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.6306625000000006,3.726650000000001,5.411299999999999,11.17995,0.0,-7.469999999999997,-2.47,-22.409999999999986,0.0,19.5,-8.5,58.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.1850000000000005,0.8650000000000002,6.555000000000001,QUFGIH_clean_primitive
69.11089999999999,104.57600000000002,170.21040000000002,180.80639999999997,1325.0,1792.0,2328.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.2136,13.548799999999998,17.079599999999996,18.5712,2.482600000000001,21.6376,13.7751,64.91280000000003,165.875,412.0,772.5,1236.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.6306625000000006,3.726650000000001,5.411299999999999,11.17995,0.0,-7.469999999999997,-2.47,-22.409999999999986,0.0,19.5,-8.5,58.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.1850000000000005,0.8650000000000002,6.555000000000001,QUFGIH_clean_primitive
69.11089999999999,104.57600000000002,170.21040000000002,180.80639999999997,1325.0,1792.0,2328.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.2136,13.548799999999998,17.079599999999996,18.5712,2.482600000000001,21.6376,13.7751,64.91280000000003,165.875,412.0,772.5,1236.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.6306625000000006,3.726650000000001,5.411299999999999,11.17995,0.0,-7.469999999999997,-2.47,-22.409999999999986,0.0,19.5,-8.5,58.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.1850000000000005,0.8650000000000002,6.555000000000001,QUFGIH_clean_primitive
69.11089999999999,104.57600000000002,170.21040000000002,180.80639999999997,1325.0,1792.0,2328.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.2136,13.548799999999998,17.079599999999996,18.5712,2.482600000000001,21.6376,13.7751,64.91280000000003,165.875,412.0,772.5,1236.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.6306625000000006,3.726650000000001,5.411299999999999,11.17995,0.0,-7.469999999999997,-2.47,-22.409999999999986,0.0,19.5,-8.5,58.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.1850000000000005,0.8650000000000002,6.555000000000001,QUFGIH_clean_primitive
69.11089999999999,104.57600000000002,170.2104,180.80639999999997,1325.0,1792.0,2328.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.2136,13.548799999999998,17.079599999999996,18.5712,2.482600000000001,21.6376,13.7751,64.91280000000003,165.875,412.0,772.5,1236.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.6306625000000006,3.726650000000001,5.411299999999999,11.17995,0.0,-7.469999999999997,-2.47,-22.409999999999986,0.0,19.5,-8.5,58.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.1850000000000005,0.8650000000000002,6.555000000000001,QUFGIH_clean_primitive
69.1109,104.57600000000002,170.21040000000002,180.80639999999997,1325.0,1792.0,2328.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.213599999999998,13.548799999999998,17.079599999999996,18.5712,2.482600000000001,21.6376,13.7751,64.91280000000003,165.875,412.0,772.5,1236.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.6306625000000006,3.726650000000001,5.411299999999999,11.17995,0.0,-7.469999999999997,-2.47,-22.409999999999986,0.0,19.5,-8.5,58.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.1850000000000005,0.8650000000000002,6.555000000000001,QUFGIH_clean_primitive
