name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
OXUNEB_clean,OXUNEB_clean.cif,5.40371,3.22299,5.40371,2.40788,0.0,0.0,0.1586,0.06586706978753093,0.0,0.1586,0.0,0.065867,0.0,566.614
