name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
ASUJIJ_clean,ASUJIJ_clean.cif,4.54146,2.92739,4.34176,1.40519,0.0,0.0,0.0661,0.04703990207729916,0.0,0.0661,0.0,0.0470398,0.0,219.093
