name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
OKIYAJ01_clean,OKIYAJ01_clean.cif,5.18521,4.2274,5.17492,1.07871,710.327,658.495,0.2116,0.19616022842098432,0.2011,0.0105,0.186426,0.00973382,1106.16,57.7557
