lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,name
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.2416,20.074133333333332,29.0624,32.173333333333325,49.0,107.33333333333333,147.0,135.33333333333334,1.0,2.3333333333333335,3.6666666666666665,4.333333333333333,5.666666666666667,14.666666666666666,24.0,24.333333333333332,0.5625,1.3275000000000003,2.0075,2.1025,54.76,156.63333333333333,270.61087133333336,295.33015200000006,0.0,0.4900000000000002,1.5866666666666671,2.5900000000000003,0.0,1.0,4.666666666666667,11.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.020000000000000018,0.07333333333333329,0.44666666666666655,0.0,-3.9,-9.435703333333334,-7.842813333333335,MIXBEC_clean_primitive
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.2416,20.074133333333332,29.0624,32.17333333333333,49.0,107.33333333333333,147.0,135.33333333333334,1.0,2.3333333333333335,3.6666666666666665,4.333333333333333,5.666666666666667,14.666666666666666,24.0,24.333333333333332,0.5625,1.3275000000000003,2.0075000000000003,2.1025,54.76,156.63333333333333,270.61087133333336,295.33015200000006,0.0,0.4900000000000002,1.5866666666666671,2.5900000000000003,0.0,1.0,4.666666666666667,11.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.020000000000000018,0.07333333333333329,0.44666666666666655,0.0,-3.9,-9.435703333333334,-7.842813333333335,MIXBEC_clean_primitive
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.2416,20.074133333333332,29.062399999999997,32.17333333333334,49.0,107.33333333333333,147.0,135.33333333333334,1.0,2.3333333333333335,3.6666666666666665,4.333333333333333,5.666666666666667,14.666666666666666,24.0,24.333333333333332,0.5625,1.3275000000000001,2.0075,2.1024999999999996,54.76,156.63333333333333,270.61087133333336,295.330152,0.0,0.4900000000000002,1.5866666666666671,2.5900000000000003,0.0,1.0,4.666666666666667,11.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.020000000000000018,0.07333333333333329,0.4466666666666666,0.0,-3.9000000000000004,-9.435703333333334,-7.842813333333335,MIXBEC_clean_primitive
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.2416,20.074133333333332,29.062399999999997,32.17333333333333,49.0,107.33333333333333,147.0,135.33333333333334,1.0,2.3333333333333335,3.6666666666666665,4.333333333333333,5.666666666666667,14.666666666666666,24.0,24.333333333333332,0.5625,1.3275000000000001,2.0075,2.1025,54.76,156.63333333333333,270.61087133333336,295.330152,0.0,0.4900000000000002,1.5866666666666671,2.5900000000000003,0.0,1.0,4.666666666666667,11.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.020000000000000018,0.07333333333333329,0.4466666666666666,0.0,-3.9000000000000004,-9.435703333333334,-7.842813333333335,MIXBEC_clean_primitive
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.2416,20.074133333333332,29.0624,32.173333333333325,49.0,107.33333333333333,147.0,135.33333333333334,1.0,2.3333333333333335,3.6666666666666665,4.333333333333333,5.666666666666667,14.666666666666666,24.0,24.333333333333332,0.5625,1.3275000000000003,2.0075,2.1025,54.76,156.63333333333333,270.61087133333336,295.33015200000006,0.0,0.4900000000000002,1.5866666666666671,2.5900000000000003,0.0,1.0,4.666666666666667,11.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.020000000000000018,0.07333333333333329,0.44666666666666655,0.0,-3.9,-9.435703333333334,-7.842813333333335,MIXBEC_clean_primitive
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.2416,20.074133333333332,29.0624,32.17333333333333,49.0,107.33333333333333,147.0,135.33333333333334,1.0,2.3333333333333335,3.6666666666666665,4.333333333333333,5.666666666666667,14.666666666666666,24.0,24.333333333333332,0.5625,1.3275000000000003,2.0075000000000003,2.1025,54.76,156.63333333333333,270.61087133333336,295.33015200000006,0.0,0.4900000000000002,1.5866666666666671,2.5900000000000003,0.0,1.0,4.666666666666667,11.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.020000000000000018,0.07333333333333329,0.44666666666666655,0.0,-3.9,-9.435703333333334,-7.842813333333335,MIXBEC_clean_primitive
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.2416,20.074133333333332,29.062399999999997,32.17333333333334,49.0,107.33333333333333,147.0,135.33333333333334,1.0,2.3333333333333335,3.6666666666666665,4.333333333333333,5.666666666666667,14.666666666666666,24.0,24.333333333333332,0.5625,1.3275000000000001,2.0075,2.1024999999999996,54.76,156.63333333333333,270.61087133333336,295.330152,0.0,0.4900000000000002,1.5866666666666671,2.5900000000000003,0.0,1.0,4.666666666666667,11.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.020000000000000018,0.07333333333333329,0.4466666666666666,0.0,-3.9000000000000004,-9.435703333333334,-7.842813333333335,MIXBEC_clean_primitive
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.2416,20.074133333333332,29.062399999999997,32.17333333333333,49.0,107.33333333333333,147.0,135.33333333333334,1.0,2.3333333333333335,3.6666666666666665,4.333333333333333,5.666666666666667,14.666666666666666,24.0,24.333333333333332,0.5625,1.3275000000000001,2.0075,2.1025,54.76,156.63333333333333,270.61087133333336,295.330152,0.0,0.4900000000000002,1.5866666666666671,2.5900000000000003,0.0,1.0,4.666666666666667,11.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.020000000000000018,0.07333333333333329,0.4466666666666666,0.0,-3.9000000000000004,-9.435703333333334,-7.842813333333335,MIXBEC_clean_primitive
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.2416,20.074133333333332,29.0624,32.173333333333325,49.0,107.33333333333333,147.0,135.33333333333334,1.0,2.3333333333333335,3.6666666666666665,4.333333333333333,5.666666666666667,14.666666666666666,24.0,24.333333333333332,0.5625,1.3275000000000003,2.0075,2.1025,54.76,156.63333333333333,270.61087133333336,295.33015200000006,0.0,0.4900000000000002,1.5866666666666671,2.5900000000000003,0.0,1.0,4.666666666666667,11.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.020000000000000018,0.07333333333333329,0.44666666666666655,0.0,-3.9,-9.435703333333334,-7.842813333333335,MIXBEC_clean_primitive
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.2416,20.074133333333332,29.0624,32.17333333333333,49.0,107.33333333333333,147.0,135.33333333333334,1.0,2.3333333333333335,3.6666666666666665,4.333333333333333,5.666666666666667,14.666666666666666,24.0,24.333333333333332,0.5625,1.3275000000000003,2.0075000000000003,2.1025,54.76,156.63333333333333,270.61087133333336,295.33015200000006,0.0,0.4900000000000002,1.5866666666666671,2.5900000000000003,0.0,1.0,4.666666666666667,11.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.020000000000000018,0.07333333333333329,0.44666666666666655,0.0,-3.9,-9.435703333333334,-7.842813333333335,MIXBEC_clean_primitive
