f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,name
114.5574,215.82559999999995,421.05320000000006,403.09919999999994,5200.0,6816.0,10560.0,6432.0,13.0,30.0,46.0,50.0,80.0,206.0,274.0,228.0,10.482699999999998,25.1558,36.322199999999995,34.324600000000004,2.8560999999999996,23.2544,17.939349999999997,38.337650000000004,2304.0,1536.0,3312.0,2544.0,1.0,4.0,4.5,7.5,17.0,38.0,58.5,69.5,2.1904,4.3216,6.179,8.310199999999998,0.0,-7.0,-3.009999999999999,-10.01,0.0,160.0,147.0,307.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,3.0,2.485,5.485000000000001,WISVEB
114.5574,215.82559999999995,421.05320000000006,403.09919999999994,5200.0,6816.0,10560.0,6432.0,13.0,30.0,46.0,50.0,80.0,206.0,274.0,228.0,10.482699999999998,25.1558,36.322199999999995,34.324600000000004,2.8560999999999996,23.2544,17.939349999999997,38.337650000000004,2304.0,1536.0,3312.0,2544.0,1.0,4.0,4.5,7.5,17.0,38.0,58.5,69.5,2.1904,4.3216,6.179,8.310199999999998,0.0,-7.0,-3.009999999999999,-10.01,0.0,160.0,147.0,307.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,3.0,2.485,5.485000000000001,WISVEB
114.55739999999999,215.82559999999995,421.0532,403.0991999999999,5200.0,6816.0,10560.0,6432.0,13.0,30.0,46.0,50.0,80.0,206.0,274.0,228.0,10.4827,25.155800000000006,36.3222,34.324600000000004,2.8560999999999996,23.2544,17.939349999999997,38.337650000000004,2304.0,1536.0,3312.0,2544.0,1.0,4.0,4.5,7.5,17.0,38.0,58.5,69.5,2.1904,4.3216,6.179,8.310199999999998,0.0,-7.0,-3.009999999999999,-10.01,0.0,160.0,147.0,307.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,3.0,2.485,5.485000000000001,WISVEB
114.55739999999999,215.82559999999995,421.0532,403.0991999999999,5200.0,6816.0,10560.0,6432.0,13.0,30.0,46.0,50.0,80.0,206.0,274.0,228.0,10.4827,25.155800000000006,36.3222,34.324600000000004,2.8560999999999996,23.2544,17.939349999999997,38.337650000000004,2304.0,1536.0,3312.0,2544.0,1.0,4.0,4.5,7.5,17.0,38.0,58.5,69.5,2.1904,4.3216,6.179,8.310199999999998,0.0,-7.0,-3.009999999999999,-10.01,0.0,160.0,147.0,307.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,3.0,2.485,5.485000000000001,WISVEB
