name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
FAWCEN02_SL,FAWCEN02_SL.cif,11.40974,3.42613,11.39227,0.924193,0.0,0.0,0.4761,0.5151521381356492,0.0,0.4761,0.0,0.515152,0.0,1168.1
