name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
RORJIT,RORJIT.cif,10.80926,3.6149,10.80926,0.997907,0.0,0.0,0.4993,0.5003472267455785,0.0,0.4993,0.0,0.500347,0.0,2033.04
