f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,name
160.0714,350.6674000000002,566.8980000000001,575.244,568.0,1324.0,1896.0,1848.0,26.0,54.0,92.0,88.0,146.0,346.0,460.0,496.0,9.8218,24.379800000000007,35.84120000000002,36.9672,MIYGUX
160.0714,350.66740000000016,566.8980000000001,575.244,568.0,1324.0,1896.0,1848.0,26.0,54.0,92.0,88.0,146.0,346.0,460.0,496.0,9.821800000000003,24.37980000000001,35.84120000000002,36.9672,MIYGUX
160.0714,350.6674000000001,566.898,575.2439999999999,568.0,1324.0,1896.0,1848.0,26.0,54.0,92.0,88.0,146.0,346.0,460.0,496.0,9.821800000000005,24.37980000000001,35.84120000000001,36.96719999999999,MIYGUX
160.07140000000004,350.6674000000002,566.8980000000003,575.2440000000001,568.0,1324.0,1896.0,1848.0,26.0,54.0,92.0,88.0,146.0,346.0,460.0,496.0,9.8218,24.379800000000007,35.84120000000002,36.967200000000005,MIYGUX
160.0714,350.6674000000001,566.8980000000001,575.244,568.0,1324.0,1896.0,1848.0,26.0,54.0,92.0,88.0,146.0,346.0,460.0,496.0,9.821800000000003,24.37980000000001,35.84120000000002,36.9672,MIYGUX
160.07140000000004,350.6674000000001,566.898,575.2439999999999,568.0,1324.0,1896.0,1848.0,26.0,54.0,92.0,88.0,146.0,346.0,460.0,496.0,9.821800000000003,24.37980000000001,35.84120000000002,36.96719999999999,MIYGUX
160.07140000000004,350.66740000000016,566.8980000000001,575.244,568.0,1324.0,1896.0,1848.0,26.0,54.0,92.0,88.0,146.0,346.0,460.0,496.0,9.8218,24.379800000000007,35.84119999999999,36.9672,MIYGUX
160.0714,350.66740000000016,566.898,575.244,568.0,1324.0,1896.0,1848.0,26.0,54.0,92.0,88.0,146.0,346.0,460.0,496.0,9.8218,24.379800000000007,35.8412,36.9672,MIYGUX
160.07140000000004,350.6674000000001,566.898,575.2439999999999,568.0,1324.0,1896.0,1848.0,26.0,54.0,92.0,88.0,146.0,346.0,460.0,496.0,9.8218,24.37980000000001,35.841200000000015,36.9672,MIYGUX
160.07140000000004,350.6674000000001,566.8979999999999,575.2439999999999,568.0,1324.0,1896.0,1848.0,26.0,54.0,92.0,88.0,146.0,346.0,460.0,496.0,9.821800000000001,24.37980000000001,35.841200000000015,36.9672,MIYGUX
