f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,name
163.39640000000003,353.7572000000001,517.4280000000001,584.4530000000001,638.0,1442.0,1788.0,1652.0,26.0,54.0,80.0,94.0,134.0,320.0,420.0,410.0,10.733800000000004,25.611000000000008,34.77680000000001,35.73340000000001,OPOZEZ_clean_primitive
163.39640000000003,353.7572000000001,517.4280000000001,584.4530000000001,638.0,1442.0,1788.0,1652.0,26.0,54.0,80.0,94.0,134.0,320.0,420.0,410.0,10.733800000000004,25.611000000000008,34.77680000000001,35.73340000000001,OPOZEZ_clean_primitive
163.39640000000003,353.7572000000001,517.4280000000001,584.453,638.0,1442.0,1788.0,1652.0,26.0,54.0,80.0,94.0,134.0,320.0,420.0,410.0,10.733800000000002,25.611000000000008,34.77680000000001,35.73340000000001,OPOZEZ_clean_primitive
163.39640000000003,353.7572000000001,517.4280000000001,584.453,638.0,1442.0,1788.0,1652.0,26.0,54.0,80.0,94.0,134.0,320.0,420.0,410.0,10.733800000000002,25.611000000000008,34.77680000000001,35.73340000000001,OPOZEZ_clean_primitive
163.3964,353.7572000000001,517.4280000000001,584.4530000000001,638.0,1442.0,1788.0,1652.0,26.0,54.0,80.0,94.0,134.0,320.0,420.0,410.0,10.733800000000002,25.611000000000008,34.776800000000016,35.73340000000001,OPOZEZ_clean_primitive
163.3964,353.7572000000001,517.4280000000001,584.4530000000001,638.0,1442.0,1788.0,1652.0,26.0,54.0,80.0,94.0,134.0,320.0,420.0,410.0,10.733800000000002,25.611000000000008,34.776800000000016,35.73340000000001,OPOZEZ_clean_primitive
163.39640000000003,353.7572000000001,517.4280000000001,584.4530000000001,638.0,1442.0,1788.0,1652.0,26.0,54.0,80.0,94.0,134.0,320.0,420.0,410.0,10.733800000000002,25.611000000000008,34.77680000000001,35.73340000000001,OPOZEZ_clean_primitive
163.39640000000003,353.7572000000001,517.4280000000001,584.4530000000001,638.0,1442.0,1788.0,1652.0,26.0,54.0,80.0,94.0,134.0,320.0,420.0,410.0,10.733800000000002,25.611000000000008,34.77680000000001,35.73340000000001,OPOZEZ_clean_primitive
215.95690000000002,451.911,767.7003999999997,989.227,880.0,1896.0,3028.0,3460.0,33.0,70.0,120.0,158.0,190.0,490.0,762.0,926.0,13.8537,33.86460000000001,54.10160000000002,67.95340000000002,OPOZEZ_clean_primitive
215.95690000000002,451.911,767.7003999999998,989.227,880.0,1896.0,3028.0,3460.0,33.0,70.0,120.0,158.0,190.0,490.0,762.0,926.0,13.8537,33.86460000000001,54.10160000000002,67.95340000000002,OPOZEZ_clean_primitive
215.9569,451.91100000000006,767.7004000000001,989.2270000000001,880.0,1896.0,3028.0,3460.0,33.0,70.0,120.0,158.0,190.0,490.0,762.0,926.0,13.853700000000005,33.86460000000001,54.10160000000002,67.95340000000002,OPOZEZ_clean_primitive
215.9569,451.91100000000006,767.7004,989.2270000000001,880.0,1896.0,3028.0,3460.0,33.0,70.0,120.0,158.0,190.0,490.0,762.0,926.0,13.853700000000005,33.86460000000001,54.10160000000002,67.95340000000002,OPOZEZ_clean_primitive
215.9569,451.911,767.7004,989.227,880.0,1896.0,3028.0,3460.0,33.0,70.0,120.0,158.0,190.0,490.0,762.0,926.0,13.853700000000005,33.86460000000001,54.10160000000002,67.95340000000004,OPOZEZ_clean_primitive
215.9569,451.911,767.7004,989.227,880.0,1896.0,3028.0,3460.0,33.0,70.0,120.0,158.0,190.0,490.0,762.0,926.0,13.853700000000007,33.86460000000001,54.10160000000002,67.95340000000004,OPOZEZ_clean_primitive
215.95690000000002,451.911,767.7003999999998,989.2270000000001,880.0,1896.0,3028.0,3460.0,33.0,70.0,120.0,158.0,190.0,490.0,762.0,926.0,13.853700000000003,33.86460000000001,54.10160000000002,67.95340000000002,OPOZEZ_clean_primitive
215.95690000000002,451.911,767.7003999999998,989.2270000000001,880.0,1896.0,3028.0,3460.0,33.0,70.0,120.0,158.0,190.0,490.0,762.0,926.0,13.853700000000003,33.86460000000001,54.10160000000002,67.95340000000002,OPOZEZ_clean_primitive
