f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,name
223.19960000000003,441.2,731.6896000000002,1208.4008000000001,3335.0,6264.0,10356.0,11524.0,29.0,60.0,100.0,152.0,160.0,424.0,644.0,708.0,19.693400000000004,43.127600000000015,73.8048,97.08200000000001,3.534400000000003,24.010917647058836,36.02964705882354,68.6089411764706,729.0,797.2941176470588,2067.8823529411766,2696.823529411765,1.0,4.0,7.411764705882353,13.411764705882353,16.0,45.64705882352941,94.58823529411765,159.52941176470588,1.5875999999999988,3.741458823529412,8.000258823529412,13.109929411764705,0.0,-5.251764705882355,-5.230588235294118,-11.28,0.0,78.47058823529412,123.52941176470588,262.2352941176471,0.0,0.0,0.0,0.0,0.0,4.588235294117647,6.0,13.764705882352942,0.0,2.070588235294119,2.989411764705884,6.494117647058824,POXHER
210.9449,451.66399999999993,909.5136000000002,1257.3893999999996,3982.0,7962.0,18582.0,18756.0,26.0,62.0,114.0,168.0,176.0,506.0,930.0,1086.0,18.791800000000002,46.78620000000001,89.91060000000002,121.7808,3.534400000000003,24.010917647058836,36.02964705882354,68.6089411764706,729.0,797.2941176470588,2067.8823529411766,2696.823529411765,1.0,4.0,7.411764705882353,13.411764705882353,16.0,45.64705882352941,94.58823529411765,159.52941176470588,1.5875999999999988,3.741458823529412,8.000258823529412,13.109929411764705,0.0,-5.251764705882355,-5.230588235294118,-11.28,0.0,78.47058823529412,123.52941176470588,262.2352941176471,0.0,0.0,0.0,0.0,0.0,4.588235294117647,6.0,13.764705882352942,0.0,2.070588235294119,2.989411764705884,6.494117647058824,POXHER
223.19960000000003,441.2,731.6896,1208.4007999999997,3335.0,6264.0,10356.0,11524.0,29.0,60.0,100.0,152.0,160.0,424.0,644.0,708.0,19.693400000000004,43.12760000000001,73.8048,97.08200000000001,3.534400000000003,24.010917647058836,36.02964705882354,68.6089411764706,729.0,797.2941176470588,2067.8823529411766,2696.823529411765,1.0,4.0,7.411764705882353,13.411764705882353,16.0,45.64705882352941,94.58823529411765,159.52941176470588,1.5875999999999988,3.741458823529412,8.000258823529412,13.109929411764705,0.0,-5.251764705882355,-5.230588235294118,-11.28,0.0,78.47058823529412,123.52941176470588,262.2352941176471,0.0,0.0,0.0,0.0,0.0,4.588235294117647,6.0,13.764705882352942,0.0,2.070588235294119,2.989411764705884,6.494117647058824,POXHER
223.1996,441.2,731.6896,1208.4007999999997,3335.0,6264.0,10356.0,11524.0,29.0,60.0,100.0,152.0,160.0,424.0,644.0,708.0,19.693400000000004,43.127600000000015,73.8048,97.082,3.534400000000003,24.010917647058836,36.02964705882354,68.6089411764706,729.0,797.2941176470588,2067.8823529411766,2696.823529411765,1.0,4.0,7.411764705882353,13.411764705882353,16.0,45.64705882352941,94.58823529411765,159.52941176470588,1.5875999999999988,3.741458823529412,8.000258823529412,13.109929411764705,0.0,-5.251764705882355,-5.230588235294118,-11.28,0.0,78.47058823529412,123.52941176470588,262.2352941176471,0.0,0.0,0.0,0.0,0.0,4.588235294117647,6.0,13.764705882352942,0.0,2.070588235294119,2.989411764705884,6.494117647058824,POXHER
223.19960000000003,441.2,731.6896000000004,1208.4008,3335.0,6264.0,10356.0,11524.0,29.0,60.0,100.0,152.0,160.0,424.0,644.0,708.0,19.6934,43.127600000000015,73.80480000000003,97.08200000000001,3.534400000000003,24.010917647058836,36.02964705882354,68.6089411764706,729.0,797.2941176470588,2067.8823529411766,2696.823529411765,1.0,4.0,7.411764705882353,13.411764705882353,16.0,45.64705882352941,94.58823529411765,159.52941176470588,1.5875999999999988,3.741458823529412,8.000258823529412,13.109929411764705,0.0,-5.251764705882355,-5.230588235294118,-11.28,0.0,78.47058823529412,123.52941176470588,262.2352941176471,0.0,0.0,0.0,0.0,0.0,4.588235294117647,6.0,13.764705882352942,0.0,2.070588235294119,2.989411764705884,6.494117647058824,POXHER
223.1996,441.2,731.6895999999999,1208.4008000000001,3335.0,6264.0,10356.0,11524.0,29.0,60.0,100.0,152.0,160.0,424.0,644.0,708.0,19.693399999999997,43.127600000000015,73.8048,97.08200000000002,3.534400000000003,24.010917647058836,36.02964705882354,68.6089411764706,729.0,797.2941176470588,2067.8823529411766,2696.823529411765,1.0,4.0,7.411764705882353,13.411764705882353,16.0,45.64705882352941,94.58823529411765,159.52941176470588,1.5875999999999988,3.741458823529412,8.000258823529412,13.109929411764705,0.0,-5.251764705882355,-5.230588235294118,-11.28,0.0,78.47058823529412,123.52941176470588,262.2352941176471,0.0,0.0,0.0,0.0,0.0,4.588235294117647,6.0,13.764705882352942,0.0,2.070588235294119,2.989411764705884,6.494117647058824,POXHER
210.94489999999996,451.66399999999993,909.5136,1257.3893999999996,3982.0,7962.0,18582.0,18756.0,26.0,62.0,114.0,168.0,176.0,506.0,930.0,1086.0,18.791800000000006,46.78620000000002,89.91060000000002,121.78079999999999,3.534400000000003,24.010917647058836,36.02964705882354,68.6089411764706,729.0,797.2941176470588,2067.8823529411766,2696.823529411765,1.0,4.0,7.411764705882353,13.411764705882353,16.0,45.64705882352941,94.58823529411765,159.52941176470588,1.5875999999999988,3.741458823529412,8.000258823529412,13.109929411764705,0.0,-5.251764705882355,-5.230588235294118,-11.28,0.0,78.47058823529412,123.52941176470588,262.2352941176471,0.0,0.0,0.0,0.0,0.0,4.588235294117647,6.0,13.764705882352942,0.0,2.070588235294119,2.989411764705884,6.494117647058824,POXHER
210.9449,451.66399999999993,909.5136000000001,1257.3893999999998,3982.0,7962.0,18582.0,18756.0,26.0,62.0,114.0,168.0,176.0,506.0,930.0,1086.0,18.791800000000002,46.786200000000015,89.91060000000002,121.78079999999999,3.534400000000003,24.010917647058836,36.02964705882354,68.6089411764706,729.0,797.2941176470588,2067.8823529411766,2696.823529411765,1.0,4.0,7.411764705882353,13.411764705882353,16.0,45.64705882352941,94.58823529411765,159.52941176470588,1.5875999999999988,3.741458823529412,8.000258823529412,13.109929411764705,0.0,-5.251764705882355,-5.230588235294118,-11.28,0.0,78.47058823529412,123.52941176470588,262.2352941176471,0.0,0.0,0.0,0.0,0.0,4.588235294117647,6.0,13.764705882352942,0.0,2.070588235294119,2.989411764705884,6.494117647058824,POXHER
223.19960000000003,441.1999999999999,731.6895999999998,1208.4008000000001,3335.0,6264.0,10356.0,11524.0,29.0,60.0,100.0,152.0,160.0,424.0,644.0,708.0,19.6934,43.127600000000015,73.8048,97.08200000000002,3.534400000000003,24.010917647058836,36.02964705882354,68.6089411764706,729.0,797.2941176470588,2067.8823529411766,2696.823529411765,1.0,4.0,7.411764705882353,13.411764705882353,16.0,45.64705882352941,94.58823529411765,159.52941176470588,1.5875999999999988,3.741458823529412,8.000258823529412,13.109929411764705,0.0,-5.251764705882355,-5.230588235294118,-11.28,0.0,78.47058823529412,123.52941176470588,262.2352941176471,0.0,0.0,0.0,0.0,0.0,4.588235294117647,6.0,13.764705882352942,0.0,2.070588235294119,2.989411764705884,6.494117647058824,POXHER
223.19960000000003,441.19999999999993,731.6895999999999,1208.4008000000001,3335.0,6264.0,10356.0,11524.0,29.0,60.0,100.0,152.0,160.0,424.0,644.0,708.0,19.693400000000004,43.127600000000015,73.80479999999999,97.08200000000002,3.534400000000003,24.010917647058836,36.02964705882354,68.6089411764706,729.0,797.2941176470588,2067.8823529411766,2696.823529411765,1.0,4.0,7.411764705882353,13.411764705882353,16.0,45.64705882352941,94.58823529411765,159.52941176470588,1.5875999999999988,3.741458823529412,8.000258823529412,13.109929411764705,0.0,-5.251764705882355,-5.230588235294118,-11.28,0.0,78.47058823529412,123.52941176470588,262.2352941176471,0.0,0.0,0.0,0.0,0.0,4.588235294117647,6.0,13.764705882352942,0.0,2.070588235294119,2.989411764705884,6.494117647058824,POXHER
